StudyID,Correlation,Directionality (positive or negative - because excel thinks I want to calculate something if I start with minus sign),SignificanceLevel<than,Nonsignificant,N,Variable1,Measure1,Variable2,Measure2,Same_variable,Type_Same,InPaper (as opposed to supplementary material),"InTable (1 in table, 0 in text)","type_p(1: p=, 2: p<, 3: p>)",MainCor,corr_Type(when different),ProvisionallySuspicious,Corr_Comments,N as range
109,.25,N,0.001,,218,distracting oneself,,self-control B,,,,1,1,2,,,,,216-220
109,.04,N,0.519,1,218,anticipating self-reward,,self-control B,,,,1,1,1,,,,,216-220
109,.18,N,0.007,,218,focusing on negative conseq,,self-control B,,,,1,1,1,,,,,216-220
109,.20,P,0.001,,218,focusing on positive conseq,,self-control B,,,,1,1,2,,,,,216-220
109,.38,P,0.001,,218,goal setting,,self-control B,,,,1,1,2,,,,,216-220
109,.25,P,0.001,,218,monitoring goals,,self-control B,,,,1,1,2,,,,,216-220
109,.30,P,0.001,,218,planning,,self-control B,,,,1,1,2,,,,,216-220
109,.17,P,0.013,,218,reappraisal,,self-control B,,,,1,1,2,,,,,216-220
109,.03,P,0.640,1,218,self-talk,,self-control B,,,,1,1,1,,,,,216-220
109,.08,N,0.244,1,218,thinking of near finish,,self-control B,,,,1,1,1,,,,,216-220
109,.07,P,0.272,1,218,suppressing impulse to quit,,self-control B,,,,1,1,1,,,,,216-220
109,.16,P,0.016,,218,emotion regulation,,self-control B,,,,1,1,1,,,,,216-220
109,.90,P,0.001,,21,Sample A,,Sample B,,,,1,0,2,,,,,216-220
110,.40,P,0.001,,264,monotonous,questionnaire regarding daily activities,meaningless,,,,1,0,2,,,,,
110,.69,P,0.001,,264,meaningless,questionnaire regarding daily activities,boring,,,,1,0,2,,,,,
110,.87,P,0.001,,264,anxiety,questionnaire regarding daily activities,frustrating,,,,1,0,2,,,,,
110,.21,N,0.001,,264,mental challenge,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.08,N,0.001,,264,boredom,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.03,N,,1,264,monotonous,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.05,N,0.01,,264,meaningless,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.13,N,0.001,,264,boring,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.04,P,,1,264,emotional challenge,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.11,P,0.001,,264,anger,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.04,N,,1,264,frustrating,questionnaire regarding daily activities,physical challenge,,,,0,1,2,,,,,
110,.31,N,0.001,,264,boredom,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.35,N,0.001,,264,monotonous,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.14,N,0.001,,264,meaningless,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.27,N,0.001,,264,boring,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.20,P,0.001,,264,emotional challenge,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.15,P,0.001,,264,anger,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.21,P,0.001,,264,frustrating,questionnaire regarding daily activities,mental challenge,,,,0,1,2,,,,,
110,.85,P,0.001,,264,monotonous,questionnaire regarding daily activities,boredom,,,,0,1,2,,,,,
110,.74,P,0.001,,264,meaningless,questionnaire regarding daily activities,boredom,,,,0,1,2,,,,,
110,.88,P,0.001,,264,boring,questionnaire regarding daily activities,boredom,,,,0,1,2,,,,,
110,.06,P,0.01,,264,emotional challenge,questionnaire regarding daily activities,boredom,,,,0,1,2,,,,,
110,.03,N,,1,264,anger,questionnaire regarding daily activities,boredom,,,,0,1,2,,,,,
110,.14,P,0.001,,264,frustrating,questionnaire regarding daily activities,boredom,,,,0,1,2,,,,,
110,.40,P,0.001,,264,meaningless,questionnaire regarding daily activities,monotonous,,,,0,1,2,,,,,
110,.69,P,0.001,,264,boring,questionnaire regarding daily activities,monotonous,,,,0,1,2,,,,,
110,.20,P,0.001,,264,emotional challenge,questionnaire regarding daily activities,monotonous,,,,0,1,2,,,,,
110,.12,N,0.001,,264,anger,questionnaire regarding daily activities,monotonous,,,,0,1,2,,,,,
110,.03,N,,1,264,frustrating,questionnaire regarding daily activities,monotonous,,,,0,1,2,,,,,
110,.48,P,0.001,,264,boring,questionnaire regarding daily activities,meaningless,,,,0,1,2,,,,,
110,.26,P,0.001,,264,emotional challenge,questionnaire regarding daily activities,meaningless,,,,0,1,2,,,,,
110,.17,P,0.001,,264,anger,questionnaire regarding daily activities,meaningless,,,,0,1,2,,,,,
110,.28,P,0.001,,264,frustrating,questionnaire regarding daily activities,meaningless,,,,0,1,2,,,,,
110,.01,N,,1,264,emotional challenge,questionnaire regarding daily activities,boring,,,,0,1,2,,,,,
110,.12,N,0.001,,264,anger,questionnaire regarding daily activities,boring,,,,0,1,2,,,,,
110,.11,P,0.001,,264,frustrating,questionnaire regarding daily activities,boring,,,,0,1,2,,,,,
110,.87,P,0.001,,264,anger,questionnaire regarding daily activities,emotional challenge,,,,0,1,2,,,,,
110,.87,P,0.001,,264,frustrating,questionnaire regarding daily activities,emotional challenge,,,,0,1,2,,,,,
110,.87,P,0.001,,264,frustrating,questionnaire regarding daily activities,anger,,,,0,1,2,,,,,
111,.03,P,,1,264,dictator game,,self-reported altruism,,,,1,0,0,,,,r given as range,
111,.04,P,,1,221,dictator game,,peer-reported altruism,,,,1,0,0,,,,r given as range,
111,.04,P,,1,264,trust game send,,self-reported trust,,,,1,0,0,,,,r given as range,
111,.10,P,,1,221,trust game send,,peer-reported trust,,,,1,0,0,,,,r given as range,
111,.02,P,,1,264,trust game return,,self-reported trustworthiness,,,,1,0,0,,,,,
111,.21,P,,,221,trust game return,,peer-reported trustworthiness,,,,1,0,0,,,,,
111,.27,P,0.05,,270,trust game send,,charity,,,,1,0,0,,,,"r given as range, in table given as 0.28",
111,.44,P,0.05,,269,trust game return,,charity,,,,1,0,0,,,,r given as range,
111,.54,P,0.05,,271,dictator game,,trust game send,,,,1,1,2,,,,,
111,.56,P,0.05,,269,dictator game,,trust game return,,,,1,1,2,,,,,
111,.47,P,0.05,,269,trust game send,,trust game return,,,,1,1,2,,,,,
111,.05,P,,1,264,trust game send,,self-reported altruism,,,,1,1,2,,,,,
111,.15,P,,1,264,trust game return,,self-reported altruism,,,,1,1,2,,,,,
111,.14,P,0.05,,264,dictator game,,self-reported trust,,,,1,1,2,,,,,
111,.10,P,,1,264,trust game send,,self-reported trust,,,,1,1,2,,,,,
111,.14,P,,1,264,trust game return,,self-reported trust,,,,1,1,2,,,,,
111,.29,P,0.05,,264,self-reported altruism,,self-reported trust,,,,1,1,2,,,,,
111,.10,P,,1,264,dictator game,,self-reported trustworthiness,,,,1,1,2,,,,,
111,.04,P,,1,264,trust game send,,self-reported trustworthiness,,,,1,1,2,,,,,
111,.02,P,,1,264,trust game return,,self-reported trustworthiness,,,,1,1,2,,,,,
111,.37,P,0.05,,264,self-reported altruism,,self-reported trustworthiness,,,,1,1,2,,,,,
111,.41,P,0.05,,264,self-reported trust,,self-reported trustworthiness,,,,1,1,2,,,,,
111,.04,P,,1,221,trust game send,,peer-reported altruism,,,,1,1,2,,,,,
111,.11,P,,1,221,trust game return,,peer-reported altruism,,,,1,1,2,,,,,
111,.30,P,0.05,,221,self-reported altruism,,peer-reported altruism,,,,1,1,2,,,,,
111,.01,P,,1,221,self-reported trust,,peer-reported altruism,,,,1,1,2,,,,,
111,.00,P,,1,221,self-reported trustworthiness,,peer-reported altruism,,,,1,1,2,,,,,
111,.08,P,,1,221,dictator game,,peer-reported trust,,,,1,1,2,,,,,
111,.03,P,,1,221,trust game send,,peer-reported trust,,,,1,1,2,,,,,
111,.07,P,,1,221,trust game return,,peer-reported trust,,,,1,1,2,,,,,
111,.09,N,,1,221,self-reported altruism,,peer-reported trust,,,,1,1,2,,,,,
111,.30,P,0.05,,221,self-reported trust,,peer-reported trust,,,,1,1,2,,,,,
111,.18,P,,1,221,self-reported trustworthiness,,peer-reported trust,,,,1,1,2,,,,,
111,.21,P,0.05,,221,peer-reported altruism,,peer-reported trust,,,,1,1,2,,,,,
111,.14,P,0.05,,221,dictator game,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.03,P,,1,221,trust game send,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.22,P,0.05,,221,trust game return,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.05,P,,1,221,self-reported altruism,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.11,P,,1,221,self-reported trust,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.36,P,0.05,,221,self-reported trustworthiness,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.47,P,0.05,,221,peer-reported altruism,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.64,P,0.05,,221,peer-reported trust,,peer-reported trustworthiness,,,,1,1,2,,,,,
111,.37,P,0.05,,270,dictator game,,charity,,,,1,1,2,,,,,
111,.16,P,0.05,,264,self-reported altruism,"self-report
altruism scale (Rushton, Chrisjohn, & Fekken, 1981)",charity,,,,1,1,2,,,,,
111,.14,P,0.05,,264,self-reported trust,"the Trust facet of
the NEO personality inventory (Costa, McCrae, & Dye,
1991)",charity,,,,1,1,2,,,,,
111,.24,P,0.05,,264,self-reported trustworthiness,"trustworthiness with
McCullough, Swartwout, Shaver, Carter, and Sosis’s
(2016) modified version of Evans and Revelle’s (2008) propensity
to trust scale",charity,,,,1,1,2,,,,,
111,.20,P,0.05,,221,peer-reported altruism,"self-report
altruism scale (Rushton, Chrisjohn, & Fekken, 1981)",charity,,,,1,1,2,,,,,
111,.28,P,0.05,,221,peer-reported trust,"the Trust facet of
the NEO personality inventory (Costa, McCrae, & Dye,
1991)",charity,,,,1,1,2,,,,,
111,.31,P,0.05,,221,peer-reported trustworthiness,"trustworthiness with
McCullough, Swartwout, Shaver, Carter, and Sosis’s
(2016) modified version of Evans and Revelle’s (2008) propensity
to trust scale",charity,,,,1,1,2,,,,,
112,.17,N,0.001,,22537,cynicism T1,,subjective health T1,,,,1,0,2,,,,,
112,.15,N,0.001,,,cynicism T2,,subjective health T2,,,,1,0,2,,,,,
112,.19,N,0.001,,,cynicism T3,,subjective health T3,,,,1,0,2,,,,,
112,.479,P,0.001,,15524,cynicism T1,,cynicims T2,,1,change,1,1,2,,,,,
112,.464,P,0.001,,9685,cynicism T1,,cynicism T3,,1,change,1,1,2,,,,,
112,.512,P,0.001,,11936,cynicism T2,,cynicism T3,,1,change,1,1,2,,,,,
112,.166,N,0.001,,22537,cynicism T1,,subjective health T1,,,,1,1,2,,,,same as in text but with p,
112,.144,N,0.001,,15523,cynicism T2,,subjective health T1,,,,1,1,2,,,,,
112,.143,N,0.001,,9683,cynicism T3,,subjective health T1,,,,1,1,2,,,,,
112,.127,N,0.001,,15516,cynicism T1,,subjective health T2,,,,1,1,2,,,,,
112,.154,N,0.001,,19634,cynicism T2,,subjective health T2,,,,1,1,2,,,,,
112,.157,N,0.001,,11933,cynicism T3,,subjective health T2,,,,1,1,2,,,,,
112,.555,P,0.001,,15515,subjective health T1,,subjective health T2,,1,change,1,1,2,,,,,
112,.137,N,0.001,,9683,cynicism T1,,subjective health T3,,,,1,1,2,,,,,
112,.159,N,0.001,,11932,cynicism T2,,subjective health T3,,,,1,1,2,,,,,
112,.188,N,0.001,,25763,cynicism T3,,subjective health T3,,,,1,1,2,,,,same as in text but with p,
112,.484,P,0.001,,9681,subjective health T1,,subjective health T3,,1,change,1,1,2,,,,,
112,.562,P,0.001,,11929,subjective health T2,,subjective health T3,,1,change,1,1,2,,,,,
112,.055,N,0.001,,22572,cynicism T1,,age,,,,1,1,2,,,,,
112,.047,N,0.01,,19660,cynicism T2,,age,,,,1,1,2,,,,,
112,.043,N,0.01,,25778,cynicism T3,,age,,,,1,1,2,,,,,
112,.406,N,0.001,,22552,subjective health T1,,age,,,,1,1,2,,,,,
112,.397,N,0.001,,19652,subjective health T2,,age,,,,1,1,2,,,,,
112,.328,N,0.001,,25772,subjective health T3,,age,,,,1,1,2,,,,,
112,.052,N,0.001,,12964,cynicism T1,,income T1,,,,1,1,2,,,,,
112,.061,N,0.001,,9209,cynicism T2,,income T1,,,,1,1,2,,,,,
112,.068,N,0.001,,6117,cynicism T3,,income T1,,,,1,1,2,,,,,
112,.036,P,0.001,,12954,subjective health T1,,income T1,,,,1,1,2,,,,,
112,.022,P,0.05,,9203,subjective health T2,,income T1,,,,1,1,2,,,,,
112,.061,P,0.001,,6114,subjective health T3,,income T1,,,,1,1,2,,,,,
112,.230,P,0.001,,12973,age,,income T1,,,,1,1,2,,,,,
112,.075,N,0.001,,9041,cynicism T1,,income T2,,,,1,1,2,,,,,
112,.055,N,0.001,,11334,cynicism T2,,income T2,,,,1,1,2,,,,,
112,.078,N,0.001,,7170,cynicism T3,,income T2,,,,1,1,2,,,,,
112,.076,P,0.001,,9039,subjective health T1,,income T2,,,,1,1,2,,,,,
112,.032,P,0.01,,11329,subjective health T2,,income T2,,,,1,1,2,,,,,
112,.032,P,0.01,,7164,subjective health T3,,income T2,,,,1,1,2,,,,,
112,.191,P,0.001,,11343,age,,income T2,,,,1,1,2,,,,,
112,.614,P,0.001,,7686,income T1,,income T2,,1,change,1,1,2,,,,,
112,.078,N,0.001,,5498,cynicism T1,,income T3,,,,1,1,2,,,,,
112,.067,N,0.001,,6905,cynicism T2,,income T3,,,,1,1,2,,,,,
112,.084,N,0.001,,15868,cynicism T3,,income T3,,,,1,1,2,,,,,
112,.077,P,0.001,,5496,subjective health T1,,income T3,,,,1,1,2,,,,,
112,.056,P,0.001,,6902,subjective health T2,,income T3,,,,1,1,2,,,,,
112,.047,P,0.001,,15860,subjective health T3,,income T3,,,,1,1,2,,,,,
112,.190,P,0.001,,15872,age,,income T3,,,,1,1,2,,,,,
112,.514,P,0.001,,4579,income T1,,income T3,,1,change,1,1,2,,,,,
112,.583,P,0.001,,6079,income T2,,income T3,,1,change,1,1,2,,,,,
112,.149,N,0.001,,21339,cynicism T1,,education T1,,,,1,1,2,,,,,
112,.177,N,0.001,,14802,cynicism T2,,education T1,,,,1,1,2,,,,,
112,.223,N,0.001,,9323,cynicism T3,,education T1,,,,1,1,2,,,,,
112,.177,P,0.001,,21320,subjective health T1,,education T1,,,,1,1,2,,,,,
112,.175,P,0.001,,14794,subjective health T2,,education T1,,,,1,1,2,,,,,
112,.159,P,0.001,,9322,subjective health T3,,education T1,,,,1,1,2,,,,,
112,.087,N,0.001,,21350,age,,education T1,,,,1,1,2,,,,,
112,.321,P,0.001,,12583,income T1,,education T1,,,,1,1,2,,,,,
112,.282,P,0.001,,8647,income T2,,education T1,,,,1,1,2,,,,,
112,.297,P,0.001,,5252,income T3,,education T1,,,,1,1,2,,,,,
112,.163,N,0.001,,15089,cynicism T1,,education T2,,,,1,1,2,,,,,
112,.182,N,0.001,,18587,cynicism T2,,education T2,,,,1,1,2,,,,,
112,.238,N,0.001,,11452,cynicism T3,,education T2,,,,1,1,2,,,,,
112,.191,P,0.001,,15058,subjective health T1,,education T2,,,,1,1,2,,,,,
112,.179,P,0.001,,18578,subjective health T2,,education T2,,,,1,1,2,,,,,
112,.166,P,0.001,,11449,subjective health T3,,education T2,,,,1,1,2,,,,,
112,.094,N,0.001,,18628,age,,education T2,,,,1,1,2,,,,,
112,.268,P,0.001,,9019,income T1,,education T2,,,,1,1,2,,,,,
112,.279,P,0.001,,10919,income T2,,education T2,,,,1,1,2,,,,,
112,.311,P,0.001,,6618,income T3,,education T2,,,,1,1,2,,,,,
112,.974,P,0.001,,14815,education T1,,education T2,,1,change,1,1,2,,,,,
112,.191,N,0.001,,9469,cynicism T1,,education T3,,,,1,1,2,,,,,
112,.207,N,0.001,,11583,cynicism T2,,education T3,,,,1,1,2,,,,,
112,.255,N,0.001,,24426,cynicism T3,,education T3,,,,1,1,2,,,,,
112,.181,P,0.001,,9464,subjective health T1,,education T3,,,,1,1,2,,,,,
112,.187,P,0.001,,11579,subjective health T2,,education T3,,,,1,1,2,,,,,
112,.172,P,0.001,,24421,subjective health T3,,education T3,,,,1,1,2,,,,,
112,.060,N,0.001,,24436,age,,education T3,,,,1,1,2,,,,,
112,.262,P,0.001,,6022,income T1,,education T3,,,,1,1,2,,,,,
112,.247,P,0.001,,6999,income T2,,education T3,,,,1,1,2,,,,,
112,.293,P,0.001,,15272,income T3,,education T3,,,,1,1,2,,,,,
112,.960,P,0.001,,9332,education T1,,education T3,,1,change,1,1,2,,,,,
112,.972,P,0.001,,11461,education T2,,education T3,,1,change,1,1,2,,,,,
113,.058,P,0.001,,14583,cynicism,,chronic condition,,,,1,0,2,,Pearson,,,
113,.122,P,0.001,,14583,cynicism,,pain,,,,1,0,2,,Spearman,,not sure about N,
113,.189,N,0.001,,14583,cynicism T1,"5-item version of the cynical distrust
scale (Cook & Medley, 1954; Greenglass & Julkunen,
1989)",subjective health T1,,,,1,0,2,,Pearson,,,
113,.196,N,0.001,,15533,cynicism T2,"5-item version of the cynical distrust
scale (Cook & Medley, 1954; Greenglass & Julkunen,
1989)",subjective health T2,,,,1,0,2,,Pearson,,,
113,.102,P,0.001,,14583,cynicism T1,,walking T1,,,,1,0,2,,spearman,,,
113,.123,P,0.001,,15533,cynicism T2,,walking T2,,,,1,0,2,,spearman,,,
113,.110,N,0.001,,14583,cynicism T1,,lung function,,,,1,0,2,,spearman,,,
113,.109,N,0.001,,15533,cynicism T2,,lung function,,,,1,0,2,,spearman,,,
113,.037,P,0.001,,14583,cynicism T1,,elevated pulse rate,,,,1,0,2,,Pearson,,,
113,.048,P,0.001,,15533,cynicism T2,,elevated pulse rate,,,,1,0,2,,Pearson,,,
113,.189,P,0.001,,14583,subjective health,,cynicism T1,,,,1,1,2,,Pearson,,also in text,
113,.058,P,0.001,,14583,chronic conditions,,cynicism T1,,,,1,1,2,,Pearson,,also in text,
113,.084,P,0.001,,14583,pain,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.118,P,0.001,,14583,difficulties with physical activities,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.092,P,0.001,,14583,difficulties with instrumental daily activities,,cynicism T1,,,,1,1,2,,Spearman,,,
113,.089,P,0.001,,14583,difficulties with basic activities,,cynicism T1,,,,1,1,2,,Spearman,,,
113,.162,P,0.001,,14583,sensory problems,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.048,N,0.001,,14583,self-rated hand strength,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.094,N,0.001,,14583,self-rated lung function,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.063,N,0.001,,14583,self-rated balance,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.048,N,0.001,,14583,hand strength,,cynicism T1,,,,1,1,2,,Pearson,,,
113,.110,N,0.001,,14583,lung function,,cynicism T1,,,,1,1,2,,Pearson,,also in text,
113,.028,N,0.010,1,14583,balance,,cynicism T1,,,,1,1,1,,Pearson,,,
113,.023,P,0.010,1,14583,systolic blood pressure,,cynicism T1,,,,1,1,1,,Pearson,,,
113,.019,P,0.032,1,14583,diastolic blood pressure,,cynicism T1,,,,1,1,1,,Pearson,,,
113,.037,P,0.001,,14583,pulse rate,,cynicism T1,,,,1,1,2,,Pearson,,also in text,
113,.102,P,0.001,,14583,timed walk,,cynicism T1,,,,1,1,2,,Spearman,,also in text,
113,.196,N,0.001,,15533,subjective health,,cynicims T2,,,,1,1,2,,Pearson,,also in text,
113,.084,P,0.001,,15533,chronic conditions,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.084,P,0.001,,15533,pain,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.122,P,0.001,,15533,difficulties with physical activities,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.095,P,0.001,,15533,difficulties with instrumental daily activities,,cynicims T2,,,,1,1,2,,Spearman,,,
113,.089,P,0.001,,15533,difficulties with basic activities,,cynicims T2,,,,1,1,2,,Spearman,,,
113,.168,P,0.001,,15533,sensory problems,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.051,N,0.001,,15533,self-rated hand strength,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.113,N,0.001,,15533,self-rated lung function,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.067,N,0.001,,15533,self-rated balance,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.023,N,.026,1,15533,hand strength,"(Bohannon, Peolsson,
Massy-Westropp, Desrosiers, & Bear-Lehman, 2006; Günther,
Bürger, Rickert, Crispin, & Schulz, 2008),",cynicims T2,,,,1,1,1,,Pearson,,,
113,.109,N,0.001,,15533,lung function,"The peak expiratory flow (PEF) test was used with a Mini-
Wright peak flow metre with a disposable mouthpiece",cynicims T2,,,,1,1,2,,Pearson,,also in text,
113,.042,N,0.001,,15533,balance,,cynicims T2,,,,1,1,2,,Pearson,,,
113,.028,P,.006,1,15533,systolic blood pressure,,cynicims T2,,,,1,1,1,,Pearson,,,
113,.023,P,.024,1,15533,diastolic blood pressure,,cynicims T2,,,,1,1,1,,Pearson,,,
113,.048,P,0.001,,15533,pulse rate,,cynicims T2,,,,1,1,2,,Pearson,,also in text,
113,.123,P,0.001,,15533,timed walk,,cynicims T2,,,,1,1,2,,Spearman,,also in text,
114,.01,N,,1,3001,child age,,male,,,,1,1,2,,,,,
114,.02,N,,1,3001,child age,,maternal risk,,,,1,1,2,,,,,
114,.00,P,,1,3001,male,,maternal risk,,,,1,1,2,,,,,
114,.00,P,,1,3001,child age,,parental distress,,,,1,1,2,,,,,
114,.05,P,0.05,,3001,male,,parental distress,,,,1,1,2,,,,,
114,.11,P,0.01,,3001,maternal risk,,parental distress,,,,1,1,2,,,,,
114,.02,N,,1,3001,child age,,dysfunctional interaction,,,,1,1,2,,,,,
114,.08,P,0.01,,3001,male,,dysfunctional interaction,,,,1,1,2,,,,,
114,.12,P,0.01,,3001,maternal risk,,dysfunctional interaction,,,,1,1,2,,,,,
114,.52,P,0.01,,3001,parental distress,,dysfunctional interaction,,,,1,1,2,,,,,
114,.00,P,,1,3001,child age,,temperament: emotionality,,,,1,1,2,,,,,
114,.03,P,,1,3001,male,,temperament: emotionality,,,,1,1,2,,,,,
114,.10,P,0.01,,3001,maternal risk,,temperament: emotionality,,,,1,1,2,,,,,
114,.20,P,0.01,,3001,parental distress,,temperament: emotionality,,,,1,1,2,,,,,
114,.21,P,0.01,,3001,dysfunctional interaction,,temperament: emotionality,,,,1,1,2,,,,,
114,.03,N,,1,3001,child age,,temperament: sociability,,,,1,1,2,,,,,
114,.02,N,,1,3001,male,,temperament: sociability,,,,1,1,2,,,,,
114,.02,N,,1,3001,maternal risk,,temperament: sociability,,,,1,1,2,,,,,
114,.08,N,0.01,,3001,parental distress,,temperament: sociability,,,,1,1,2,,,,,
114,.15,N,0.01,,3001,dysfunctional interaction,,temperament: sociability,,,,1,1,2,,,,,
114,.16,N,0.01,,3001,temperament: emotionality,,temperament: sociability,,,,1,1,2,,,,,
114,.01,P,,1,3001,child age,,know of infant dev,,,,1,1,2,,,,,
114,.02,P,,1,3001,male,,know of infant dev,,,,1,1,2,,,,,
114,.17,N,0.01,,3001,maternal risk,,know of infant dev,,,,1,1,2,,,,,
114,.11,N,0.01,,3001,parental distress,,know of infant dev,,,,1,1,2,,,,,
114,.21,N,0.01,,3001,dysfunctional interaction,,know of infant dev,,,,1,1,2,,,,,
114,.13,N,0.01,,3001,temperament: emotionality,,know of infant dev,,,,1,1,2,,,,,
114,.06,P,0.01,,3001,temperament: sociability,,know of infant dev,,,,1,1,2,,,,,
114,.01,N,,1,3001,child age,,aggressive behaviour,,,,1,1,2,,,,,
114,.08,P,0.01,,3001,male,,aggressive behaviour,,,,1,1,2,,,,,
114,.11,P,0.01,,3001,maternal risk,,aggressive behaviour,,,,1,1,2,,,,,
114,.36,P,0.01,,3001,parental distress,,aggressive behaviour,,,,1,1,2,,,,,
114,.38,P,0.01,,3001,dysfunctional interaction,,aggressive behaviour,,,,1,1,2,,,,,
114,.29,P,0.01,,3001,temperament: emotionality,,aggressive behaviour,,,,1,1,2,,,,,
114,.13,N,0.01,,3001,temperament: sociability,,aggressive behaviour,,,,1,1,2,,,,,
114,.07,N,0.01,,3001,know of infant dev,,aggressive behaviour,,,,1,1,2,,,,,
114,.03,P,0.01,,3001,child age,,parental warmth,,,,1,1,2,,,,,
114,.06,N,0.05,,3001,male,,parental warmth,,,,1,1,2,,,,,
114,.25,N,0.01,,3001,maternal risk,,parental warmth,,,,1,1,2,,,,,
114,.11,N,0.01,,3001,parental distress,,parental warmth,,,,1,1,2,,,,,
114,.19,N,0.01,,3001,dysfunctional interaction,,parental warmth,,,,1,1,2,,,,,
114,.10,N,0.01,,3001,temperament: emotionality,,parental warmth,,,,1,1,2,,,,,
114,.08,P,0.01,,3001,temperament: sociability,,parental warmth,,,,1,1,2,,,,,
114,.23,P,0.01,,3001,know of infant dev,,parental warmth,,,,1,1,2,,,,,
114,.16,N,0.01,,3001,aggressive behaviour,,parental warmth,,,,1,1,2,,,,,
114,.01,P,,1,3001,child age,,BBRS orientation,,,,1,1,2,,,,,
114,.07,N,0.01,,3001,male,,BBRS orientation,,,,1,1,2,,,,,
114,.07,N,0.01,,3001,maternal risk,,BBRS orientation,,,,1,1,2,,,,,
114,.05,N,,1,3001,parental distress,,BBRS orientation,,,,1,1,2,,,,,
114,.12,N,0.01,,3001,dysfunctional interaction,,BBRS orientation,,,,1,1,2,,,,,
114,.08,N,0.01,,3001,temperament: emotionality,,BBRS orientation,,,,1,1,2,,,,,
114,.10,P,0.01,,3001,temperament: sociability,,BBRS orientation,,,,1,1,2,,,,,
114,.11,P,0.01,,3001,know of infant dev,,BBRS orientation,,,,1,1,2,,,,,
114,.08,N,0.01,,3001,aggressive behaviour,,BBRS orientation,,,,1,1,2,,,,,
114,.17,P,0.01,,3001,parental warmth,,BBRS orientation,,,,1,1,2,,,,,
114,.03,P,,1,3001,child age,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.14,N,0.01,,3001,male,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.09,N,0.01,,3001,maternal risk,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.07,N,0.01,,3001,parental distress,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.14,N,0.01,,3001,dysfunctional interaction,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.09,N,0.01,,3001,temperament: emotionality,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.03,P,,1,3001,temperament: sociability,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.02,P,,1,3001,know of infant dev,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.20,N,0.01,,3001,aggressive behaviour,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.20,P,0.01,,3001,parental warmth,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.45,P,0.01,,3001,BBRS orientation,,BBRS emotion regulation,,,,1,1,2,,,,,
114,.06,N,0.05,,3001,child age,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.08,P,0.01,,3001,male,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.17,P,0.01,,3001,maternal risk,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.07,P,0.01,,3001,parental distress,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.08,P,0.01,,3001,dysfunctional interaction,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.06,P,0.05,,3001,temperament: emotionality,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.02,N,,1,3001,temperament: sociability,,24 Month parental negative regar,,,,1,1,2,,,,,
